precision,recall,threshold
0.03508494285537352,0.9998039215686274,0.10997198351377392
0.035086632811747384,0.9998039215686274,0.10998042922769478
0.03508687424737657,0.9998039215686274,0.11009372772158431
0.03508856438982094,0.9998039215686274,0.11010418357265885
0.0352174934040584,0.9998039215686274,0.11014840317247676
0.035342963291560385,0.9998039215686274,0.11019507119031267
0.03534541320652701,0.9998039215686274,0.11041756152002086
0.035346148247249735,0.9998039215686274,0.11046845922835154
0.03534884365814431,0.9998039215686274,0.11047449890192503
0.035395095935501344,0.9994117647058823,0.11049213835608085
0.03539534173136484,0.9994117647058823,0.11050354109176184
0.03539607913943847,0.9994117647058823,0.11057495959973633
0.03539632494895763,0.9994117647058823,0.11063622624311627
0.03539657076189087,0.9994117647058823,0.11065515330523738
0.03539681657823828,0.9994117647058823,0.11069305399381608
0.03539706239799993,0.9994117647058823,0.11069698923163322
0.0354115718096932,0.9994117647058823,0.1107074445745353
0.035411817834439155,0.9994117647058823,0.11071100191609733
0.03545813130013148,0.9994117647058823,0.1107478869399639
0.03546207846602333,0.9994117647058823,0.11085974019124807
0.035463312135591334,0.9994117647058823,0.11086818590516893
0.03546429913304852,0.9994117647058823,0.11098148439905846
0.035464792652379624,0.9994117647058823,0.110991940250133
0.0355134717083673,0.9994117647058823,0.11103615984995091
0.03562513547340526,0.9990196078431373,0.11112143681937207
0.03562588278070678,0.9990196078431373,0.11113916790286044
0.03564258081666632,0.9990196078431373,0.11114761361678129
0.03565480272642024,0.9990196078431373,0.11126091211067081
0.03567077866614392,0.9990196078431373,0.11136225557939917
0.0357290651105048,0.9988235294117647,0.111391297769236
0.035729566321341645,0.9988235294117647,0.11142491823669261
0.035729816932033386,0.9988235294117647,0.11158474590910737
0.03574285353429041,0.9988235294117647,0.11163564361743805
0.03574812101307396,0.9988235294117647,0.11167072548084835
0.03577021115238503,0.9988235294117647,0.11176275243825341
0.035770462333576766,0.9988235294117647,0.11198666418013999
0.03577071351829615,0.9988235294117647,0.11200919349684622
0.03577121589831818,0.9988235294117647,0.11202692458033459
0.03578855665467626,0.9988235294117647,0.11203537029425543
0.03581069681120297,0.9988235294117647,0.11204218014986578
0.03581296268955771,0.9988235294117647,0.11214866878814496
0.035838158422389355,0.9988235294117647,0.11225380079417872
0.03583941913968509,0.9988235294117647,0.11228862120845857
0.03584900349059791,0.9988235294117647,0.11240188284128233
0.03584925577958408,0.9988235294117647,0.1125584821583225
0.03587980897910885,0.9988235294117647,0.11260295336926945
0.03588056715808158,0.9988235294117647,0.11277703725021355
0.03588132536909726,0.9988235294117647,0.11290332212154947
0.0358815781132235,0.9988235294117647,0.11292993682733993
0.03588461132048889,0.9988235294117647,0.11314155747165287
0.03588815071050648,0.9988235294117647,0.1131538485692265
0.0358934611048478,0.9988235294117647,0.11317637788593272
0.03591117377511456,0.9988235294117647,0.11327832914780382
0.035912439634812644,0.9988235294117647,0.11337240366111756
0.035912692817461435,0.9988235294117647,0.11340309174937796
0.03591294600368013,0.9988235294117647,0.11346937841843512
