threshold,precision,recall,f1,cost,TP,FP,FN,TN,f_beta_0.5,f_beta_1.0,f_beta_2.0
0.09518875502008031,0.034807836712403575,0.9998039215686274,0.06727356685797214,141392.0,5099,141391,1,1144,0.04313436876120867,0.06727356685797214,0.1527652945053628
0.09719277108433735,0.034807836712403575,0.9998039215686274,0.06727356685797214,141392.0,5099,141391,1,1144,0.04313436876120867,0.06727356685797214,0.1527652945053628
0.09919678714859438,0.034807836712403575,0.9998039215686274,0.06727356685797214,141392.0,5099,141391,1,1144,0.04313436876120867,0.06727356685797214,0.1527652945053628
0.10120080321285141,0.03481544196971145,0.9998039215686274,0.06728777101835601,141360.0,5099,141359,1,1176,0.04314371196685913,0.06728777101835601,0.15279459180860372
0.10320481927710844,0.034926092853130954,0.9998039215686274,0.06749440745496182,140896.0,5099,140895,1,1640,0.04327964473174939,0.06749440745496182,0.15322066901450773
0.10520883534136546,0.0349485949280329,0.9998039215686274,0.06753642384105961,140802.0,5099,140801,1,1734,0.04330728724307797,0.06753642384105961,0.1533072760072159
0.10721285140562249,0.034951709199585984,0.9998039215686274,0.06754223873578521,140789.0,5099,140788,1,1747,0.043311112923173106,0.06754223873578521,0.15331926127718948
0.10921686746987952,0.0350105052114088,0.9998039215686274,0.06765201470061431,140544.0,5099,140543,1,1992,0.04338333889202748,0.06765201470061431,0.15354548849086377
0.11122088353413655,0.03565480272642024,0.9990196078431373,0.06885228178759172,137808.0,5095,137803,5,4732,0.044174359970313444,0.06885228178759172,0.15600313537214172
0.11322489959839357,0.03591117377511456,0.9988235294117647,0.0693297039809459,136762.0,5094,136756,6,5779,0.04448908296943231,0.0693297039809459,0.15697996918335902
0.1152289156626506,0.03594183265245645,0.9988235294117647,0.06938683775003575,136641.0,5094,136635,6,5900,0.04452672652513216,0.06938683775003575,0.1570971263623411
0.11723293172690763,0.03595299431838233,0.9988235294117647,0.06940763702013149,136597.0,5094,136591,6,5944,0.04454043088975938,0.06940763702013149,0.1571397723416726
0.11923694779116466,0.03595527824049239,0.9988235294117647,0.0694118929525263,136588.0,5094,136582,6,5953,0.04454323509454288,0.0694118929525263,0.15714849823539573
0.12124096385542169,0.03595730863709518,0.9988235294117647,0.06941567644173118,136580.0,5094,136574,6,5961,0.04454572801746151,0.06941567644173118,0.15715625539896835
0.12324497991967871,0.03595781627207657,0.9988235294117647,0.06941662237848004,136578.0,5094,136572,6,5963,0.04454635129179172,0.06941662237848004,0.15715819480952203
0.12524899598393574,0.03595807009494229,0.9988235294117647,0.06941709535652234,136577.0,5094,136571,6,5964,0.04454666293549741,0.06941709535652234,0.1571591645327492
0.12725301204819275,0.035958323921391463,0.9988235294117647,0.06941756834101007,136576.0,5094,136570,6,5965,0.04454697458356362,0.06941756834101007,0.15716013426794354
0.1292570281124498,0.03595857775142416,0.9988235294117647,0.06941804133194333,136575.0,5094,136569,6,5966,0.04454728623599043,0.06941804133194333,0.15716110401510525
0.13126104417670684,0.03595908542224042,0.9988235294117647,0.06941898733314708,136573.0,5094,136567,6,5968,0.044547909553926235,0.06941898733314708,0.1571630435453317
0.13326506024096385,0.03595984695534315,0.9988235294117647,0.06942040638329768,136570.0,5094,136564,6,5971,0.04454884456353676,0.06942040638329768,0.1571659529304323
0.1352690763052209,0.03596010080687859,0.9988235294117647,0.06942087941290705,136569.0,5094,136563,6,5972,0.04454915624212912,0.06942087941290705,0.157166922749403
0.1372730923694779,0.0359606085207017,0.9988235294117647,0.06942182549146537,136567.0,5094,136561,6,5974,0.04454977961239768,0.06942182549146537,0.15716886242325134
0.13927710843373495,0.03596086238298954,0.9988235294117647,0.06942229854041457,136566.0,5094,136560,6,5975,0.04455009130407405,0.06942229854041457,0.15716983227812953
0.14128112449799196,0.03596162399135904,0.9988235294117647,0.06942371772594395,136563.0,5094,136557,6,5978,0.044551026405272656,0.06942371772594395,0.15717274191458244
0.143285140562249,0.035966448260280164,0.9988235294117647,0.06943270724858927,136544.0,5094,136538,6,5997,0.04455694962458103,0.06943270724858927,0.15719117211415032
0.14528915662650602,0.03639196403684936,0.9984313725490196,0.0702243123409713,134837.0,5092,134829,8,7706,0.04507918071333465,0.0702243123409713,0.1588063946706919
0.14729317269076306,0.03659728610855566,0.9984313725490196,0.07060650600404891,134052.0,5092,134044,8,8491,0.045331206244525,0.07060650600404891,0.15958780463343697
0.14929718875502007,0.03664759437187376,0.9984313725490196,0.0707001284320872,133861.0,5092,133853,8,8682,0.04539295392953929,0.0707001284320872,0.159779095672911
0.1513012048192771,0.036766299244448936,0.9980392156862745,0.07092000947457887,133362.0,5090,133352,10,9183,0.04553848135874661,0.07092000947457887,0.16022210750305332
0.15330522088353413,0.03681443067821005,0.9980392156862745,0.07100954931954995,133181.0,5090,133171,10,9364,0.04559755188625158,0.07100954931954995,0.16040488840988018
0.15530923694779117,0.036822154059841426,0.9980392156862745,0.07102391650154885,133152.0,5090,133142,10,9393,0.04560703047158925,0.07102391650154885,0.16043421251702056
0.15731325301204818,0.03682428521819655,0.9980392156862745,0.07102788088526694,133144.0,5090,133134,10,9401,0.04560964594728277,0.07102788088526694,0.16044230381279
0.15931726907630522,0.03682801533897692,0.9980392156862745,0.07103481962179892,133130.0,5090,133120,10,9415,0.045614223751657884,0.07103481962179892,0.16045646554441712
